DBSFH1, 04/13/24,INC,REP,E(WM0265) 05 2024-25 CURRENT YR BUILDING AID RATIO,F(WE0081) 03 SEL BLDG AID RATIO 23-24 BL AID<7/1/00,G(NO0391) 05 SEL BLDG AID RATIO 24-25 BL AID<7/1/98,H(MA0015) 0A LEGEND FOR CURRENT YEAR BLDG AID,I(NO0396) 05 INCENTIVE DECIMAL FOR EXP>=7/1/98,"J(NO0397) 05 SEL AID RATIO, APPR >= 7/1/98",K(WE0096) 03 SEL BLDG AID RATIO FOR 99-00 BLDG AID,L(NO0400) 05 LOW INCOME BLDG AID RATIO >= 7/1/00,M(NO0402) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/00,N(NO0403) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/00,O(NO0406) 05 LOW INCOME BLDG AID RATIO >= 7/1/05,"P(MI0014) 00 2003 NEED/RESOURCE CAPACITY CODE, 1-4=HI NEED","Q(NO0407) 05 HNSBAR: HIGH NEED, FOR EXP >= 7/1/05",R(NO0408) 05 INCENTIVE DECIMAL FOR EXP >= 7/1/05,S(NO0409) 05 SEL BLDG AID RATIO FOR EXP >= 7/1/05,T(NO0580) 02 REORG BLDG INCENTVE RATIO(.25 OR .30),U(NO0696) 00 BLDG LEASE EXPENDITURES,V(NO0697) 00 BLDG AMORT-RETRO EXPENDITURES,W(NO0698) 00 BLDG AMORT-PROSP EXPENDITURES,X(NO0695) 00 BLDG AMORT-CAP OUTLAY EXPENDITURES,Y(NO0699) 00 BLDG 2023 DEFERD JULY EXPENDITURES,Z(NO0703) 00 BLDG 2022 DEFERD JULY EXPENDITURES,AA(NO0700) 00 BLDG NYC UNCONFIRMED EXPENDITURES,AB(NO0701) 00 BLDG REFUND/REFIN EXPENDITURES (A.R.),AC(NO0702) 00 BLDG REFUND/REFIN EXPENDITURES (100%),AD(NO0567) 00 BLDG EXPENDITURE FOR 3 CAP OUTLAY EXCEPTIONS,"AE(B10171) 00 BLDG EXPENDITURE FOR METAL DETECTORS,ETC.","AF(NO0386) 05 AID RATIO FOR METAL DETECTORS,ETC. AID",AG(NO0727) 00 BLDG EXP. FOR WATER TESTING,AH(NO0728) 05 AID RATIO FOR WATER TESTING
262001,WHEATLAND CHIL,1,0,0.649,0.694,0.694,10-11 BLD AR ,0.100,0.794,0.673,0.000,0.100,0.749,0.000,5,0.000,0.100,0.749,0.00,0,0,"1,508,988",0,0,0,0,0,0,"100,000","35,000",0.749,0,0.649
270100,AMSTERDAM,1,0,0.812,0.829,0.829,21-22 BLD AR ,0.100,0.929,0.806,0.000,0.100,0.912,0.000,4,0.040,0.100,0.952,0.25,0,0,"9,377,200",0,0,0,0,0,0,0,0,0.912,0,0.852
270301,CANAJOHARIE,1,0,0.782,0.814,0.814,08-09 BLD AR ,0.100,0.914,0.812,0.000,0.100,0.882,0.000,4,0.039,0.100,0.921,0.00,0,"848,380","769,690","2,283",0,0,0,0,"14,452","100,000",0,0.882,0,0.821
270601,FONDA FULTONVI,1,0,0.745,0.833,0.833,93-94 BLD AR ,0.100,0.933,0.833,0.000,0.100,0.845,0.000,5,0.000,0.100,0.845,0.25,0,"722,702","1,620,103",0,0,0,0,0,0,"120,000",0,0.845,0,0.745
270701,FORT PLAIN,1,0,0.780,0.875,0.875,93-94 BLD AR ,0.075,0.950,0.875,0.000,0.100,0.880,0.000,4,0.039,0.100,0.919,0.00,0,0,"2,116,822",0,0,0,0,0,0,0,0,0.880,"1,850",0.819
271201,OP-EPH-ST JHNS,1,1,0.798,0.839,0.839,93-94 BLD AR ,0.100,0.939,0.839,0.000,0.100,0.898,0.000,4,0.039,0.100,0.937,0.30,0,0,"2,444,988",0,0,0,0,0,0,0,0,0.898,0,0.837
280100,GLEN COVE,1,0,0.336,0.336,0.336,CURRENT YEAR ,0.100,0.436,0.273,0.000,0.100,0.436,0.000,5,0.000,0.100,0.436,0.00,0,0,"274,456",0,"23,248","11,624",0,0,0,0,0,0.436,0,0.336
280201,HEMPSTEAD,1,1,0.877,0.886,0.886,20-21 BLD AR ,0.064,0.950,0.677,0.000,0.073,0.950,0.000,3,0.043,0.060,0.980,0.00,0,0,"2,704,262",0,0,0,0,0,0,"162,000",0,0.977,0,0.920
280202,UNIONDALE,1,0,0.605,0.627,0.627,18-19 BLD AR ,0.100,0.727,0.370,0.000,0.100,0.705,0.000,5,0.000,0.100,0.705,0.00,0,0,"4,283,943",0,0,0,0,0,0,0,0,0.705,0,0.605
280203,EAST MEADOW,1,0,0.617,0.592,0.617,CURRENT YEAR ,0.100,0.717,0.520,0.000,0.100,0.717,0.000,5,0.000,0.100,0.717,0.00,0,0,"1,236,595",0,0,0,0,0,0,0,0,0.717,"50,000",0.617
280204,NORTH BELLMORE,1,0,0.648,0.636,0.648,CURRENT YEAR ,0.100,0.748,0.545,0.000,0.100,0.748,0.000,6,0.000,0.100,0.748,0.00,0,0,"1,119,074",0,0,0,0,0,0,0,"30,000",0.748,"23,000",0.648
280205,LEVITTOWN,1,0,0.698,0.696,0.698,CURRENT YEAR ,0.100,0.798,0.649,0.000,0.100,0.798,0.000,6,0.000,0.100,0.798,0.00,0,0,"3,019,993",0,"283,762","141,881",0,0,0,0,0,0.798,"5,000",0.698
280206,SEAFORD,1,0,0.518,0.587,0.587,84-85 BLD AR ,0.100,0.687,0.587,0.000,0.100,0.618,0.000,6,0.000,0.100,0.618,0.00,0,0,"1,770,590",0,0,0,0,0,0,0,"35,000",0.618,0,0.518
280207,BELLMORE,1,0,0.477,0.622,0.622,83-84 BLD AR ,0.100,0.722,0.622,0.000,0.100,0.622,0.000,6,0.000,0.100,0.622,0.00,0,0,"1,277,000",0,0,0,0,0,0,0,0,0.577,0,0.522
280208,ROOSEVELT,1,0,0.817,0.842,0.842,19-20 BLD AR ,0.100,0.942,0.793,0.000,0.100,0.917,0.000,3,0.040,0.100,0.957,0.00,0,0,"14,276,352",0,0,0,0,0,0,"50,000",0,0.917,0,0.857
280209,FREEPORT,1,0,0.741,0.768,0.768,NO DATA      ,0.100,0.868,0.620,0.000,0.100,0.841,0.000,3,0.037,0.100,0.878,0.00,0,0,"3,871,851",0,902,0,0,0,0,"100,000",0,0.841,"80,000",0.778
280210,BALDWIN,1,0,0.610,0.613,0.613,NO DATA      ,0.100,0.713,0.543,0.000,0.100,0.710,0.000,6,0.000,0.100,0.710,0.00,0,0,"400,840",0,0,0,0,0,0,0,0,0.710,"55,500",0.610
280211,OCEANSIDE,1,0,0.338,0.408,0.408,83-84 BLD AR ,0.100,0.508,0.408,0.000,0.100,0.438,0.000,6,0.000,0.100,0.438,0.00,0,0,"2,917,520",0,0,0,0,0,0,0,0,0.438,0,0.338
280212,MALVERNE,1,0,0.512,0.513,0.513,NO DATA      ,0.100,0.613,0.397,0.000,0.100,0.612,0.000,5,0.000,0.100,0.612,0.00,0,0,"2,523,900",0,0,0,0,0,0,0,0,0.612,"13,500",0.512
280213,V STR THIRTEEN,1,1,0.656,0.646,0.656,CURRENT YEAR ,0.100,0.756,0.527,0.000,0.100,0.756,0.000,5,0.000,0.100,0.756,0.00,0,0,"3,269,906",0,"415,698","415,698",0,0,0,"100,000",0,0.756,0,0.656
280214,HEWLETT WOODME,1,0,0.321,0.373,0.373,19-20 BLD AR ,0.100,0.473,0.166,0.000,0.100,0.421,0.000,6,0.000,0.100,0.421,0.00,0,0,"3,670,487","2,412",0,0,0,0,0,0,0,0.421,0,0.321
280215,LAWRENCE,1,0,0.000,0.089,0.089,84-85 BLD AR ,0.100,0.189,0.089,0.000,0.100,0.100,0.000,5,0.000,0.100,0.100,0.00,0,0,"786,364",0,0,0,0,0,0,0,0,0.100,0,0.000
280216,ELMONT,1,0,0.589,0.625,0.625,19-20 BLD AR ,0.100,0.725,0.515,0.000,0.100,0.689,0.000,5,0.000,0.100,0.689,0.00,0,0,"1,038,606","16,566",0,0,0,0,0,0,0,0.689,0,0.589
280217,FRANKLIN SQUAR,1,0,0.540,0.546,0.546,NO DATA      ,0.100,0.646,0.454,0.000,0.100,0.640,0.000,6,0.000,0.100,0.640,0.00,0,0,"594,756",0,"179,612","53,504",0,0,0,0,0,0.640,0,0.540
280218,GARDEN CITY,1,0,0.103,0.125,0.125,NO DATA      ,0.100,0.225,0.000,0.000,0.100,0.203,0.000,6,0.000,0.100,0.203,0.00,0,0,"2,961,738",0,"383,650","383,650",0,0,0,0,0,0.203,0,0.103
280219,EAST ROCKAWAY,1,0,0.409,0.487,0.487,85-86 BLD AR ,0.100,0.587,0.487,0.000,0.100,0.509,0.000,5,0.000,0.100,0.509,0.00,0,0,"1,484,388",0,0,0,0,0,0,0,0,0.509,0,0.409
280220,LYNBROOK,1,0,0.424,0.480,0.480,22-23 BLD AR ,0.100,0.580,0.294,0.000,0.100,0.524,0.000,6,0.000,0.100,0.524,0.00,0,0,"1,502,094",0,0,0,0,0,0,0,0,0.524,"19,410",0.424
280221,ROCKVILLE CENT,1,0,0.357,0.405,0.405,22-23 BLD AR ,0.100,0.505,0.313,0.000,0.100,0.457,0.000,6,0.000,0.100,0.457,0.00,0,0,"3,034,832","1,474",0,0,0,0,0,0,0,0.457,0,0.357
280222,FLORAL PARK,1,0,0.451,0.471,0.471,19-20 BLD AR ,0.100,0.571,0.445,0.000,0.100,0.551,0.000,6,0.000,0.100,0.551,0.00,0,0,"1,555,796",0,0,0,0,0,0,0,0,0.551,0,0.451
280223,WANTAGH,1,0,0.557,0.544,0.557,CURRENT YEAR ,0.100,0.657,0.511,0.000,0.100,0.657,0.000,6,0.000,0.100,0.657,0.00,0,0,"1,384,605","1,723",0,0,0,0,0,0,0,0.657,"22,000",0.557
280224,V STR TWENTY-F,1,1,0.577,0.595,0.595,22-23 BLD AR ,0.100,0.695,0.454,0.000,0.100,0.677,0.000,6,0.000,0.100,0.677,0.00,0,0,"807,698",0,0,0,0,0,0,0,0,0.677,0,0.577
280225,MERRICK,1,0,0.532,0.517,0.532,CURRENT YEAR ,0.100,0.632,0.517,0.000,0.100,0.632,0.000,6,0.000,0.100,0.632,0.00,0,0,"1,290,875",0,0,0,0,0,0,0,"25,000",0.632,"2,000",0.532
280226,ISLAND TREES,1,0,0.577,0.584,0.584,83-84 BLD AR ,0.100,0.684,0.584,0.000,0.100,0.677,0.000,5,0.000,0.100,0.677,0.00,0,0,"3,516,076",0,0,0,0,0,0,0,0,0.677,0,0.577
280227,WEST HEMPSTEAD,1,0,0.345,0.384,0.384,16-17 BLD AR ,0.100,0.484,0.285,0.000,0.100,0.445,0.000,5,0.000,0.100,0.445,0.00,0,0,"2,386,640",0,0,0,0,0,0,0,0,0.445,"21,181",0.345
280229,NORTH MERRICK,1,0,0.692,0.676,0.692,CURRENT YEAR ,0.100,0.792,0.563,0.000,0.100,0.792,0.000,6,0.000,0.100,0.792,0.00,0,0,"1,357,134",0,0,0,0,0,0,0,0,0.792,0,0.692
280230,VALLEY STR UF,1,1,0.640,0.643,0.643,NO DATA      ,0.100,0.743,0.265,0.000,0.100,0.740,0.000,5,0.000,0.100,0.740,0.00,0,0,"1,362,662",0,0,0,0,0,0,0,0,0.740,0,0.640
280231,ISLAND PARK,1,0,0.000,0.132,0.132,83-84 BLD AR ,0.100,0.232,0.132,0.000,0.100,0.132,0.000,5,0.000,0.100,0.132,0.00,0,0,"2,237,458",0,"158,424","16,510",0,0,0,0,0,0.100,0,0.032
280251,VALLEY STR CHS,1,1,0.632,0.629,0.632,CURRENT YEAR ,0.100,0.732,0.396,0.000,0.100,0.732,0.000,6,0.000,0.100,0.732,0.00,0,0,"4,281,152",0,0,0,0,0,0,0,"10,000",0.732,"14,800",0.632
280252,SEWANHAKA,1,0,0.508,0.533,0.533,19-20 BLD AR ,0.100,0.633,0.426,0.000,0.100,0.608,0.000,5,0.000,0.100,0.608,0.00,0,0,"7,743,990",0,0,0,0,0,0,0,0,0.608,0,0.508
280253,BELLMORE-MERRI,1,0,0.597,0.578,0.597,CURRENT YEAR ,0.100,0.697,0.539,0.000,0.100,0.697,0.000,6,0.000,0.100,0.697,0.00,0,0,"5,831,237",33,0,0,0,0,0,0,"13,430",0.697,0,0.597
280300,LONG BEACH,1,0,0.051,0.424,0.424,86-87 BLD AR ,0.100,0.524,0.424,0.000,0.100,0.424,0.000,5,0.000,0.100,0.424,0.00,0,0,"7,652,552",0,0,0,0,0,0,0,0,0.151,"2,500",0.324
280401,WESTBURY,1,0,0.713,0.748,0.748,NO DATA      ,0.100,0.848,0.280,0.000,0.100,0.813,0.000,3,0.035,0.100,0.848,0.00,0,0,"4,879,734",0,0,0,0,0,0,0,0,0.813,0,0.748
280402,EAST WILLISTON,1,0,0.282,0.291,0.291,NO DATA      ,0.100,0.391,0.053,0.000,0.100,0.382,0.000,6,0.000,0.100,0.382,0.00,0,0,"1,595,347",0,0,0,0,0,0,0,"30,000",0.382,0,0.282
280403,ROSLYN,1,0,0.140,0.164,0.164,NO DATA      ,0.100,0.264,0.052,0.000,0.100,0.240,0.000,6,0.000,0.100,0.240,0.00,0,0,"1,645,256",0,0,0,0,0,0,0,"35,000",0.240,"35,000",0.140
280404,PORT WASHINGTO,1,0,0.226,0.204,0.226,CURRENT YEAR ,0.100,0.326,0.187,0.000,0.100,0.326,0.000,6,0.000,0.100,0.326,0.00,0,"22,162","3,306,764",0,0,0,0,0,0,0,"30,645",0.326,"68,000",0.226
280405,NEW HYDE PARK,1,0,0.368,0.424,0.424,20-21 BLD AR ,0.100,0.524,0.349,0.000,0.100,0.468,0.000,6,0.000,0.100,0.468,0.00,0,0,"901,966",0,"33,526","16,763",0,0,0,0,0,0.468,0,0.368
280406,MANHASSET,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"1,208,406",0,0,0,0,0,0,"100,000","25,000",0.100,"5,000",0.000
280407,GREAT NECK,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"6,186,640",0,"597,244","298,622",0,0,0,0,"35,000",0.100,0,0.000
280409,HERRICKS,1,0,0.493,0.471,0.493,CURRENT YEAR ,0.100,0.593,0.324,0.000,0.100,0.593,0.000,6,0.000,0.100,0.593,0.00,0,0,"1,961,000",0,0,0,0,0,0,0,0,0.593,0,0.493
280410,MINEOLA,1,0,0.031,0.145,0.145,82-83 BLD AR ,0.100,0.245,0.145,0.000,0.100,0.145,0.000,6,0.000,0.100,0.145,0.00,0,0,"2,262,702",0,"630,630","356,395",0,0,0,0,0,0.131,0,0.045
280411,CARLE PLACE,1,0,0.000,0.164,0.164,81-82 BLD AR ,0.100,0.264,0.164,0.000,0.100,0.164,0.000,6,0.000,0.100,0.164,0.00,0,0,"1,012,756",0,0,0,0,0,0,0,0,0.100,0,0.064
280501,NORTH SHORE,1,0,0.069,0.071,0.071,NO DATA      ,0.100,0.171,0.000,0.000,0.100,0.169,0.000,6,0.000,0.100,0.169,0.00,0,0,"3,538,003",0,0,0,0,0,0,"34,906",0,0.169,0,0.069
280502,SYOSSET,1,0,0.284,0.319,0.319,NO DATA      ,0.100,0.419,0.161,0.000,0.100,0.384,0.000,6,0.000,0.100,0.384,0.00,0,0,"3,408,184",0,"7,890",0,0,0,0,0,0,0.384,0,0.284
280503,LOCUST VALLEY,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"1,710,602",0,"12,310",0,0,0,0,0,"5,000",0.100,"32,500",0.000
280504,PLAINVIEW,1,0,0.409,0.429,0.429,NO DATA      ,0.100,0.529,0.383,0.000,0.100,0.509,0.000,6,0.000,0.100,0.509,0.00,0,0,"5,287,812",0,"13,492",0,0,0,0,0,0,0.509,0,0.409
280506,OYSTER BAY,1,0,0.000,0.000,0.000,NO AID RATIO ,0.100,0.100,0.000,0.000,0.100,0.100,0.000,6,0.000,0.100,0.100,0.00,0,0,"904,088",0,0,0,0,0,0,0,0,0.100,0,0.000
280515,JERICHO,1,0,0.099,0.147,0.147,NO DATA      ,0.100,0.247,0.000,0.000,0.100,0.199,0.000,6,0.000,0.100,0.199,0.00,0,0,"2,587,028",0,0,0,0,0,0,0,0,0.199,0,0.099
280517,HICKSVILLE,1,0,0.229,0.306,0.306,19-20 BLD AR ,0.100,0.406,0.273,0.000,0.100,0.329,0.000,6,0.000,0.100,0.329,0.00,0,0,"3,479,080",0,"6,330","3,165",0,0,0,0,0,0.329,0,0.229
280518,PLAINEDGE,1,0,0.535,0.567,0.567,NO DATA      ,0.100,0.667,0.554,0.000,0.100,0.635,0.000,6,0.000,0.100,0.635,0.00,0,0,"2,788,864",0,0,0,0,0,0,0,"35,000",0.635,"5,000",0.535
280521,BETHPAGE,1,0,0.393,0.455,0.455,22-23 BLD AR ,0.100,0.555,0.393,0.000,0.100,0.493,0.000,6,0.000,0.100,0.493,0.00,0,0,"1,694,568",0,0,0,0,0,0,0,0,0.493,"5,000",0.393
280522,FARMINGDALE,1,0,0.411,0.475,0.475,81-82 BLD AR ,0.100,0.575,0.475,0.000,0.100,0.511,0.000,5,0.000,0.100,0.511,0.00,0,0,"3,060,767",0,"1,201,538","600,769",0,0,0,0,0,0.511,0,0.411
280523,MASSAPEQUA,1,0,0.424,0.533,0.533,81-82 BLD AR ,0.100,0.633,0.533,0.000,0.100,0.533,0.000,6,0.000,0.100,0.533,0.00,0,0,"8,023,388",0,"176,694","88,347",0,0,0,0,"35,000",0.524,0,0.433
300000,NEW YORK CITY,1,1,0.395,0.547,0.547,93-94 BLD AR ,0.100,0.647,0.547,0.000,0.100,0.547,0.000,1,0.022,0.100,0.569,0.00,"149,547,743","2,506,393,074",0,"832,716",0,0,"207,455,691",0,0,0,0,0.495,"4,500,000",0.469
400301,LEWISTON PORTE,1,0,0.514,0.726,0.726,93-94 BLD AR ,0.100,0.826,0.726,0.000,0.100,0.726,0.000,5,0.000,0.100,0.726,0.00,0,0,"4,904,775",0,0,0,0,0,0,"100,000",0,0.614,0,0.626
400400,LOCKPORT,1,0,0.754,0.831,0.831,10-11 BLD AR ,0.100,0.931,0.809,0.000,0.100,0.854,0.000,5,0.000,0.100,0.854,0.00,0,0,"7,973,422",0,"325,132",0,0,0,0,"100,000",0,0.854,"10,000",0.754
400601,NEWFANE,1,0,0.716,0.849,0.849,10-11 BLD AR ,0.100,0.949,0.814,0.000,0.100,0.816,0.000,5,0.000,0.100,0.816,0.00,0,0,"2,089,848",0,0,0,0,0,0,"100,000",0,0.816,0,0.716
400701,NIAGARA WHEATF,1,0,0.667,0.770,0.770,10-11 BLD AR ,0.100,0.870,0.767,0.000,0.100,0.767,0.000,5,0.000,0.100,0.767,0.00,0,"420,435","4,278,328",0,0,0,0,"2,638","26,168",0,"34,144",0.767,"30,000",0.667
400800,NIAGARA FALLS,1,0,0.846,0.871,0.871,10-11 BLD AR ,0.079,0.950,0.831,0.000,0.100,0.946,0.000,3,0.042,0.092,0.980,0.00,0,"4,762,160","10,710,648",0,0,0,0,0,0,0,"35,000",0.946,0,0.888
400900,N. TONAWANDA,1,0,0.696,0.812,0.812,10-11 BLD AR ,0.100,0.912,0.797,0.000,0.100,0.797,0.000,5,0.000,0.100,0.797,0.00,0,0,"7,199,014",0,0,0,0,0,0,"100,000","400,000",0.796,0,0.697
401001,STARPOINT,1,0,0.699,0.786,0.786,93-94 BLD AR ,0.100,0.886,0.786,0.000,0.100,0.799,0.000,5,0.000,0.100,0.799,0.00,0,0,"1,544,360",0,0,0,0,0,0,"100,000","30,000",0.799,"5,000",0.699
401201,ROYALTON HARTL,1,0,0.765,0.832,0.832,93-94 BLD AR ,0.100,0.932,0.832,0.000,0.100,0.865,0.000,5,0.000,0.100,0.865,0.00,0,0,"1,488,854",0,"25,314",0,0,0,0,"100,000","35,000",0.865,0,0.765
401301,BARKER,1,0,0.719,0.849,0.849,10-11 BLD AR ,0.100,0.949,0.763,0.000,0.100,0.819,0.000,5,0.000,0.100,0.819,0.00,0,0,"606,532",0,"15,336","15,336",0,0,0,"100,000",0,0.819,0,0.719
401501,WILSON,1,0,0.686,0.825,0.825,93-94 BLD AR ,0.100,0.925,0.825,0.000,0.100,0.825,0.000,5,0.000,0.100,0.825,0.00,0,0,"1,387,676",0,0,0,0,0,0,"217,205",0,0.786,0,0.725
410401,ADIRONDACK,1,0,0.675,0.814,0.814,93-94 BLD AR ,0.100,0.914,0.814,0.000,0.100,0.814,0.000,4,0.035,0.100,0.849,0.25,0,0,"3,232,138",0,0,0,0,0,0,"100,000",0,0.775,"2,730",0.749
410601,CAMDEN,1,0,0.792,0.850,0.850,93-94 BLD AR ,0.100,0.950,0.850,0.000,0.100,0.892,0.000,4,0.039,0.100,0.931,0.00,0,0,"5,510,523",0,0,0,0,0,0,"100,000","20,000",0.892,"25,000",0.831
411101,CLINTON,1,0,0.732,0.763,0.763,93-94 BLD AR ,0.100,0.863,0.763,0.000,0.100,0.832,0.000,5,0.000,0.100,0.832,0.00,0,0,"2,512,424",0,"10,278",0,0,0,0,0,0,0.832,0,0.732
411501,NEW HARTFORD,1,0,0.715,0.724,0.724,NO DATA      ,0.100,0.824,0.637,0.000,0.100,0.815,0.000,5,0.000,0.100,0.815,0.00,0,0,"1,036,268",0,0,0,0,0,0,"100,000","35,000",0.815,0,0.715
411504,NEW YORK MILLS,1,0,0.670,0.700,0.700,10-11 BLD AR ,0.100,0.800,0.531,0.000,0.100,0.770,0.000,5,0.000,0.100,0.770,0.00,0,0,"790,110",0,0,0,0,0,0,"100,000",0,0.770,0,0.670
411603,SAUQUOIT VALLE,1,0,0.776,0.867,0.867,93-94 BLD AR ,0.083,0.950,0.867,0.000,0.100,0.876,0.000,5,0.000,0.100,0.876,0.30,0,0,"1,990,870",0,0,0,0,0,0,0,0,0.876,0,0.776
411701,REMSEN,1,0,0.677,0.835,0.835,93-94 BLD AR ,0.100,0.935,0.835,0.000,0.100,0.835,0.000,5,0.000,0.100,0.835,0.00,0,0,"844,483",0,0,0,0,0,0,0,0,0.777,0,0.735
411800,ROME,1,0,0.831,0.849,0.849,NO DATA      ,0.100,0.949,0.820,0.000,0.100,0.931,0.000,3,0.041,0.100,0.972,0.00,0,0,"7,769,168",0,0,0,0,0,0,0,0,0.931,0,0.872
411902,WATERVILLE,1,0,0.797,0.856,0.856,93-94 BLD AR ,0.094,0.950,0.856,0.000,0.100,0.897,0.000,5,0.000,0.100,0.897,0.30,0,0,"2,129,803",0,0,0,0,0,0,0,0,0.897,"6,000",0.797
412000,SHERRILL,1,0,0.785,0.825,0.825,93-94 BLD AR ,0.100,0.925,0.825,0.000,0.100,0.885,0.000,5,0.000,0.100,0.885,0.00,0,0,"2,387,300",0,0,0,0,0,0,"100,000",0,0.885,0,0.785
412201,HOLLAND PATENT,1,0,0.739,0.818,0.818,93-94 BLD AR ,0.100,0.918,0.818,0.000,0.100,0.839,0.000,5,0.000,0.100,0.839,0.00,0,0,"2,179,358",0,0,0,0,0,0,"100,000",0,0.839,0,0.739
412300,UTICA,1,0,0.894,0.912,0.912,21-22 BLD AR ,0.038,0.950,0.754,0.000,0.056,0.950,0.000,3,0.044,0.042,0.980,0.00,0,0,"16,099,450",0,"21,696",0,0,0,0,0,0,0.994,"100,000",0.938
412801,WESTMORELAND,1,0,0.763,0.850,0.850,93-94 BLD AR ,0.100,0.950,0.850,0.000,0.100,0.863,0.000,5,0.000,0.100,0.863,0.00,0,"510,782","880,730",0,0,0,0,20,"30,591","100,000",0,0.863,0,0.763
412901,ORISKANY,1,0,0.693,0.824,0.824,10-11 BLD AR ,0.100,0.924,0.792,0.000,0.100,0.793,0.000,5,0.000,0.100,0.793,0.00,0,0,"759,914",0,0,0,0,0,0,0,"10,000",0.793,0,0.693
412902,WHITESBORO,1,0,0.745,0.782,0.782,10-11 BLD AR ,0.100,0.882,0.737,0.000,0.100,0.845,0.000,5,0.000,0.100,0.845,0.00,0,0,"7,819,060",367,0,0,0,0,0,"100,000",0,0.845,0,0.745
420101,WEST GENESEE,1,0,0.749,0.774,0.774,10-11 BLD AR ,0.100,0.874,0.702,0.000,0.100,0.849,0.000,5,0.000,0.100,0.849,0.00,0,"338,694","3,349,614",0,0,0,0,"1,596","7,298","100,000",0,0.849,0,0.749
420303,NORTH SYRACUSE,1,0,0.748,0.777,0.777,10-11 BLD AR ,0.100,0.877,0.748,0.000,0.100,0.848,0.000,5,0.000,0.100,0.848,0.00,0,0,"3,443,656",0,0,0,0,0,0,"100,000","35,000",0.848,0,0.748
420401,E SYRACUSE-MIN,1,0,0.671,0.691,0.691,NO DATA      ,0.100,0.791,0.555,0.000,0.100,0.771,0.000,5,0.000,0.100,0.771,0.00,0,0,"6,607,028",0,0,0,0,0,0,"100,000",0,0.771,10,0.671
420411,JAMESVILLE-DEW,1,0,0.663,0.686,0.686,NO DATA      ,0.100,0.786,0.497,0.000,0.100,0.763,0.000,5,0.000,0.100,0.763,0.00,0,0,"5,064,112",0,0,0,0,0,0,"100,000","35,000",0.763,0,0.663
420501,JORDAN ELBRIDG,1,0,0.751,0.821,0.821,10-11 BLD AR ,0.100,0.921,0.806,0.000,0.100,0.851,0.000,5,0.000,0.100,0.851,0.00,0,0,"2,842,266",0,0,0,0,0,0,"100,000","34,914",0.851,89,0.751
420601,FABIUS-POMPEY,1,0,0.721,0.792,0.792,10-11 BLD AR ,0.100,0.892,0.777,0.000,0.100,0.821,0.000,5,0.000,0.100,0.821,0.00,0,0,"916,358",0,0,0,0,0,0,"100,000",0,0.821,0,0.721
420701,WESTHILL,1,0,0.765,0.779,0.779,NO DATA      ,0.100,0.879,0.703,0.000,0.100,0.865,0.000,5,0.000,0.100,0.865,0.00,0,0,"4,926,206",0,0,0,0,0,0,"100,000",0,0.865,0,0.765
420702,SOLVAY,1,0,0.764,0.791,0.791,22-23 BLD AR ,0.100,0.891,0.616,0.000,0.100,0.864,0.000,5,0.000,0.100,0.864,0.00,0,0,"2,975,341",0,0,0,0,0,0,"100,000",0,0.864,0,0.764
420807,LA FAYETTE,1,0,0.770,0.801,0.801,NO DATA      ,0.100,0.901,0.799,0.000,0.100,0.870,0.000,5,0.000,0.100,0.870,0.00,0,0,"2,477,056",0,"12,490",0,0,0,0,"955,451","35,000",0.870,350,0.770
420901,BALDWINSVILLE,1,0,0.760,0.785,0.785,NO DATA      ,0.100,0.885,0.777,0.000,0.100,0.860,0.000,5,0.000,0.100,0.860,0.00,0,0,"6,006,937",0,"8,259",0,0,0,0,"100,000","34,986",0.860,0,0.760
421001,FAYETTEVILLE,1,0,0.709,0.719,0.719,NO DATA      ,0.100,0.819,0.618,0.000,0.100,0.809,0.000,6,0.000,0.100,0.809,0.00,0,0,"5,445,371",0,"8,309",0,0,0,0,"120,350","35,000",0.809,0,0.709
421101,MARCELLUS,1,0,0.677,0.782,0.782,10-11 BLD AR ,0.100,0.882,0.759,0.000,0.100,0.777,0.000,5,0.000,0.100,0.777,0.00,0,0,"2,697,406",0,0,0,0,0,0,0,"35,000",0.777,0,0.677
421201,ONONDAGA,1,0,0.740,0.802,0.802,10-11 BLD AR ,0.100,0.902,0.755,0.000,0.100,0.840,0.000,5,0.000,0.100,0.840,0.00,0,0,"2,968,538",0,"335,950",0,0,0,0,0,"34,988",0.840,0,0.740
421501,LIVERPOOL,1,0,0.743,0.766,0.766,22-23 BLD AR ,0.100,0.866,0.759,0.000,0.100,0.843,0.000,5,0.000,0.100,0.843,0.00,0,0,"10,620,338",0,0,0,0,0,0,"100,000","35,000",0.843,0,0.743
