DBSFK1, 04/13/24,INC,REP,E(WM0182) 05 COMBINED WEALTH RATIO (CWR),F(K10134) 00 2023-24 CHARTER SCH ENR W/O BOE APPROVED,G(K20134) 00 2022-23 CHARTER SCH ENR W/O BOE APPROVED,H(K30134) 00 2021-22 CHARTER SCH ENR W/O BOE APPROVED,I(K20135) 00 2020-21 CHARTER SCH ENR W/O BOE APPROVED,J(NO0881) 00 INCREASE FROM: 22-23 TO 23-24,K(NO0886) 00 INCREASE FROM: 21-22 TO 22-23,L(NO0891) 00 INCREASE FROM: 20-21 TO 21-22,M(NO0882) 00 2023-24 TOTAL RES PUBLIC ENR,N(NO0887) 00 2022-23 TOTAL RES PUBLIC ENR,O(NO0892) 00 2021-22 TOTAL RES PUBLIC ENR,P(E10008) 00 23-24 PYMTS TO CH SCH (EST),Q(E20008) 00 22-23 PYMTS TO CH SCH (PRELIM),R(E30008) 00 21-22 PYMTS TO CH SCH (ACTUAL),S(E10001) 00 2023-24 TGFE (EST),T(E20001) 00 2022-23 TGFE (PRELIM),U(E30001) 00 2021-22 TGFE (ACTUAL),V(E10007) 00 23-24 CH SCH TOT BASIC TUIT/PUPIL,W(NO0885) 00 AID1 @ 23-24 TUITION/P*.8*INCR,X(NO0890) 00 AID2 @ 23-24 TUITION/P*.6*INCR,Y(NO0895) 00 AID3 @ 23-24 TUITION/P*.4*INCR,Z(FA0013) 00 24-25 TRANSTN AID FOR CHARTER SCH PYMTS
010100,ALBANY,1,1,0.570,"2,438","2,315","2,220","2,169",123,95,51,"10,667","10,426","10,427","41,347,894","38,787,930","36,170,812","307,268,458","274,216,884","255,604,292","17,297","1,702,025","985,929","352,859","3,040,813"
010201,BERNE KNOX,1,0,0.892,0,0,0,0,0,0,0,711,680,696,0,0,0,"25,641,075","25,409,880","23,121,997","16,417",0,0,0,0
010306,BETHLEHEM,1,0,0.984,5,5,3,5,0,2,0,"4,136","4,112","4,185","120,000","54,663","33,808","107,077,233","112,107,287","96,524,576","13,877",0,0,0,0
010402,RAVENA COEYMAN,1,0,0.769,11,9,13,6,2,0,7,"1,735","1,762","1,764","150,000","136,020","147,606","53,548,486","54,023,324","45,684,986","14,284",0,0,0,0
010500,COHOES,1,0,0.521,91,97,88,74,0,9,14,"2,028","1,962","1,923","1,800,000","1,326,279","1,307,949","52,340,637","45,532,540","42,667,965","14,664",0,"79,186","82,118","161,304"
010601,SOUTH COLONIE,1,0,0.847,38,48,45,39,0,3,6,"4,884","4,820","4,737","610,000","614,825","566,021","122,194,702","111,879,647","101,964,565","14,280",0,0,0,0
010615,MENANDS,1,0,1.184,15,22,22,22,0,0,0,396,425,456,"245,550","262,572","324,798","11,555,886","10,322,574","9,792,962","16,935",0,0,0,0
010623,NORTH COLONIE,1,1,0.999,40,36,38,32,4,0,6,"5,978","5,883","5,864","455,000","507,203","412,498","146,752,097","126,997,383","117,141,318","13,235",0,0,0,0
010701,GREEN ISLAND,1,0,0.790,13,18,17,17,0,1,0,255,270,284,"271,400","204,521","212,092","8,143,712","7,626,576","7,439,650","15,554",0,"9,332",0,"9,332"
010802,GUILDERLAND,1,0,0.966,21,22,21,16,0,1,5,"4,859","4,872","4,860","286,093","362,553","286,361","119,772,194","111,662,578","105,583,181","13,858",0,0,0,0
011003,VOORHEESVILLE,1,0,0.990,1,1,2,0,0,0,2,"1,185","1,224","1,195","15,300","3,606","28,493","30,078,491","27,571,436","24,132,588","14,509",0,0,0,0
011200,WATERVLIET,1,0,0.388,96,94,93,87,2,1,6,"1,535","1,481","1,450","1,097,000","1,147,643","936,179","37,759,000","33,052,512","30,117,812","11,508","18,413","6,905","27,619","52,937"
020101,ALFRED ALMOND,1,0,0.482,0,0,0,0,0,0,0,485,522,542,0,0,0,"16,513,631","14,308,212","15,477,812","13,454",0,0,0,0
020601,ANDOVER,1,0,0.468,0,0,0,0,0,0,0,227,240,253,0,0,0,"10,175,000","9,405,143","7,791,534","13,869",0,0,0,0
020702,GENESEE VALLEY,1,0,0.450,0,0,0,0,0,0,0,420,437,431,0,0,0,"18,882,018","17,766,075","17,021,008","13,725",0,0,0,0
020801,BELFAST,1,0,0.331,0,0,0,0,0,0,0,303,304,305,0,0,0,"11,779,463","11,063,830","9,978,590","14,257",0,0,0,0
021102,CANASERAGA,1,0,0.478,0,0,0,0,0,0,0,200,193,198,0,0,0,"8,320,622","8,094,654","6,527,497","13,884",0,0,0,0
021601,FRIENDSHIP,1,0,0.284,0,0,0,0,0,0,0,256,275,276,0,0,0,"10,940,738","9,827,770","10,053,800","14,796",0,0,0,0
022001,FILLMORE,1,0,0.341,0,0,0,0,0,0,0,533,566,571,0,0,0,"18,325,956","19,883,949","15,529,234","10,869",0,0,0,0
022101,WHITESVILLE,1,0,0.489,0,0,0,0,0,0,0,112,125,130,0,0,0,"6,770,000","7,189,097","6,200,941","11,569",0,0,0,0
022302,CUBA-RUSHFORD,1,0,0.568,0,0,0,0,0,0,0,707,726,762,0,0,0,"25,554,195","22,726,455","21,743,820","14,136",0,0,0,0
022401,SCIO,1,0,0.364,0,0,0,0,0,0,0,237,233,239,0,0,0,"10,656,221","10,103,658","9,865,786","12,218",0,0,0,0
022601,WELLSVILLE,1,0,0.419,0,0,0,0,0,0,0,"1,068","1,059","1,065",0,0,0,"34,486,711","31,833,477","32,724,406","14,423",0,0,0,0
022902,BOLIVAR-RICHBG,1,0,0.300,0,0,0,0,0,0,0,642,669,659,0,0,0,"19,178,884","18,798,515","20,825,934","13,492",0,0,0,0
030101,CHENANGO FORKS,1,0,0.548,0,0,0,0,0,0,0,"1,278","1,300","1,301",0,0,0,"37,506,526","32,910,424","33,825,862","12,269",0,0,0,0
030200,BINGHAMTON,1,0,0.435,0,0,0,1,0,0,0,"4,662","4,728","4,841",0,0,0,"143,322,872","122,713,441","121,911,983","12,716",0,0,0,0
030501,HARPURSVILLE,1,0,0.477,0,0,0,0,0,0,0,585,602,623,0,0,0,"23,018,438","24,990,521","19,894,550","9,923",0,0,0,0
030601,SUSQUEHANNA VA,1,0,0.527,0,0,0,0,0,0,0,"1,410","1,415","1,383",0,0,0,"43,286,992","44,694,672","38,845,682","14,849",0,0,0,0
030701,CHENANGO VALLE,1,0,0.507,0,0,0,0,0,0,0,"1,642","1,640","1,639",0,0,0,"45,950,583","42,564,638","41,653,626","12,523",0,0,0,0
031101,MAINE ENDWELL,1,0,0.444,0,0,0,0,0,0,0,"2,525","2,504","2,515",0,0,0,"68,620,535","61,182,040","54,496,377","12,307",0,0,0,0
031301,DEPOSIT,1,0,0.854,0,0,0,0,0,0,0,462,463,470,0,0,0,"18,638,677","16,564,906","15,757,216","15,029",0,0,0,0
031401,WHITNEY POINT,1,0,0.357,0,0,0,0,0,0,0,"1,339","1,344","1,353",0,0,0,"41,367,728","36,754,250","36,025,075","15,007",0,0,0,0
031501,UNION-ENDICOTT,1,0,0.524,0,0,0,0,0,0,0,"3,607","3,662","3,522",0,0,"12,532","99,425,925","88,116,629","85,151,647","13,137",0,0,0,0
031502,JOHNSON   CITY,1,0,0.469,0,0,0,0,0,0,0,"2,252","2,273","2,265",0,0,0,"68,572,652","60,222,869","58,629,033","14,170",0,0,0,0
031601,VESTAL,1,0,0.861,0,0,0,0,0,0,0,"3,480","3,435","3,356",0,0,0,"90,122,447","89,840,601","79,077,532","14,194",0,0,0,0
031701,WINDSOR,1,0,0.484,0,0,0,0,0,0,0,"1,460","1,514","1,521",0,0,0,"50,305,771","44,700,402","44,300,001","13,211",0,0,0,0
040204,WEST VALLEY,1,0,0.721,0,0,0,0,0,0,0,183,200,183,0,0,0,"9,491,425","7,707,604","7,922,355","15,168",0,0,0,0
040302,ALLEGANY-LIMES,1,0,0.525,0,0,0,0,0,0,0,977,"1,014","1,063",0,0,0,"28,119,785","23,987,337","23,022,571","11,601",0,0,0,0
040901,ELLICOTTVILLE,1,0,1.401,0,0,0,0,0,0,0,414,434,446,0,0,0,"14,941,612","14,344,366","13,267,582","13,525",0,0,0,0
041101,FRANKLINVILLE,1,0,0.431,0,0,0,0,0,0,0,558,545,540,0,0,0,"21,820,556","18,703,184","17,885,767","12,903",0,0,0,0
041401,HINSDALE,1,0,0.490,0,0,0,0,0,0,0,322,333,339,0,0,0,"11,819,394","10,848,429","10,386,813","12,139",0,0,0,0
042302,CATTARAUGUS-LI,1,0,0.486,0,0,0,0,0,0,0,800,810,807,0,0,0,"29,403,775","25,877,421","25,876,367","13,840",0,0,0,0
042400,OLEAN,1,0,0.425,0,0,0,0,0,0,0,"1,828","1,835","1,848",0,0,0,"51,501,933","45,340,725","42,700,522","13,076",0,0,0,0
042801,GOWANDA,1,0,0.344,3,2,1,0,1,1,1,"1,063","1,085","1,053","60,000","34,406","12,276","35,946,282","30,217,044","31,460,506","12,664",0,0,0,0
042901,PORTVILLE,1,0,0.413,0,0,0,0,0,0,0,683,672,688,0,0,0,"25,045,982","20,325,787","19,003,291","12,327",0,0,0,0
043001,RANDOLPH,1,0,0.566,0,0,0,0,0,0,0,771,808,801,0,0,0,"19,187,425","19,648,462","17,104,090","13,591",0,0,0,0
043200,SALAMANCA,1,0,0.197,0,0,0,0,0,0,0,"1,314","1,309","1,293",0,0,0,"51,211,708","46,206,362","46,825,548","3,150",0,0,0,0
043501,YORKSHRE-PIONE,1,0,0.485,0,0,0,0,0,0,0,"2,114","2,121","2,164",0,0,0,"65,708,041","61,047,173","51,953,944","11,715",0,0,0,0
050100,AUBURN,1,0,0.551,0,0,0,0,0,0,0,"3,879","3,888","3,935",0,0,0,"100,268,807","86,503,017","79,331,600","12,014",0,0,0,0
050301,WEEDSPORT,1,0,0.556,0,0,0,0,0,0,0,684,675,690,0,0,0,"22,220,478","19,993,323","18,973,263","13,226",0,0,0,0
050401,CATO MERIDIAN,1,0,0.531,0,0,0,0,0,0,0,819,828,830,0,0,0,"24,301,914","25,445,225","20,802,049","12,490",0,0,0,0
050701,SOUTHERN CAYUG,1,0,0.955,0,0,2,1,0,0,1,624,642,638,0,"14,585","28,876","20,129,468","20,477,180","16,318,969","15,112",0,0,0,0
051101,PORT BYRON,1,0,0.537,0,0,0,0,0,0,0,756,732,728,0,0,0,"24,379,325","23,412,227","21,818,800","12,392",0,0,0,0
051301,MORAVIA,1,0,0.573,3,3,1,2,0,2,0,875,893,897,"35,415","35,415","9,722","28,646,347","27,882,030","24,976,398","12,255",0,0,0,0
051901,UNION SPRINGS,1,0,0.834,0,0,0,0,0,0,0,698,726,746,0,0,0,"21,392,541","19,675,059","17,678,015","13,169",0,0,0,0
060201,SOUTHWESTERN,1,0,0.599,0,0,0,0,0,0,0,"1,221","1,270","1,284",0,0,0,"33,113,562","29,738,581","30,650,506","13,463",0,0,0,0
060301,FREWSBURG,1,0,0.384,0,0,0,0,0,0,0,674,700,720,0,0,0,"22,458,160","19,844,037","18,019,122","11,698",0,0,0,0
060401,CASSADAGA VALL,1,0,0.463,0,0,0,0,0,0,0,777,785,791,0,0,0,"25,547,893","22,329,619","21,992,930","14,998",0,0,0,0
060503,CHAUTAUQUA,1,0,1.501,0,0,0,0,0,0,0,588,591,581,0,0,0,"24,161,985","21,214,725","20,808,364","14,720",0,0,0,0
060601,PINE VALLEY,1,0,0.418,0,0,0,0,0,0,0,464,474,497,0,0,0,"18,242,699","16,013,877","15,106,400","18,916",0,0,0,0
060701,CLYMER,1,0,0.715,0,0,0,0,0,0,0,338,342,358,0,0,0,"12,023,133","10,659,158","10,810,369","16,472",0,0,0,0
060800,DUNKIRK,1,0,0.316,0,0,0,0,0,0,0,"1,979","1,966","2,024",0,0,0,"56,450,685","48,168,153","45,915,167","15,391",0,0,0,0
061001,BEMUS POINT,1,0,0.958,0,0,0,0,0,0,0,535,552,578,0,0,0,"16,648,595","16,179,918","15,304,091","14,350",0,0,0,0
061101,FALCONER,1,0,0.398,0,0,0,0,0,0,0,"1,076","1,077","1,069",0,0,0,"28,399,418","27,447,281","22,636,124","11,542",0,0,0,0
061501,SILVER CREEK,1,0,0.416,1,1,1,2,0,0,0,934,958,971,"26,000","14,073","13,437","28,105,159","25,963,754","24,356,091","14,689",0,0,0,0
061503,FORESTVILLE,1,0,0.552,0,0,0,0,0,0,0,408,424,414,0,0,0,"13,643,847","11,806,194","10,795,838","13,180",0,0,0,0
061601,PANAMA,1,0,0.471,0,0,0,0,0,0,0,390,416,423,0,0,0,"13,918,229","12,184,743","11,501,774","13,050",0,0,0,0
061700,JAMESTOWN,1,0,0.255,0,0,0,0,0,0,0,"4,302","4,286","4,307",0,0,0,"104,906,478","84,433,547","81,640,782","12,240",0,0,0,0
062201,FREDONIA,1,0,0.591,0,0,0,0,0,0,0,"1,404","1,401","1,388",0,0,0,"34,651,243","32,653,543","31,330,303","14,046",0,0,0,0
062301,BROCTON,1,0,0.379,0,0,0,0,0,0,0,506,513,541,0,0,0,"18,613,309","16,778,973","16,741,906","15,187",0,0,0,0
062401,RIPLEY,1,0,0.396,0,0,0,0,0,0,0,238,252,247,0,0,0,"9,569,413","8,846,621","8,468,131","14,040",0,0,0,0
062601,SHERMAN,1,0,0.464,0,0,0,0,0,0,0,336,344,323,0,0,0,"12,115,391","11,070,201","10,298,808","12,554",0,0,0,0
062901,WESTFIELD,1,0,0.475,0,0,0,0,0,0,0,607,614,622,0,0,0,"18,124,555","16,178,836","15,740,634","13,050",0,0,0,0
070600,ELMIRA,1,0,0.378,342,313,336,320,29,0,16,"5,787","5,799","6,053","4,530,000","4,268,466","4,433,611","147,018,971","133,937,248","128,520,461","12,981","301,159",0,"83,078","384,237"
070901,HORSEHEADS,1,0,0.656,15,14,10,9,1,4,1,"3,625","3,670","3,590","237,408","232,130","178,910","93,884,722","88,468,505","91,216,953","13,016",0,0,0,0
070902,ELMIRA HEIGHTS,1,0,0.392,9,10,10,9,0,0,1,"1,010","1,010",962,"135,000","126,962","106,704","27,875,079","22,689,102","22,998,712","11,844",0,0,0,0
080101,AFTON,1,0,0.459,0,0,0,0,0,0,0,532,542,499,0,0,0,"18,463,045","16,992,022","14,504,679","13,338",0,0,0,0
080201,BAINBRIDGE GUI,1,0,0.442,0,0,0,0,0,0,0,696,716,699,0,0,0,"22,655,474","23,228,591","18,496,420","13,059",0,0,0,0
080601,GREENE,1,0,0.518,0,0,0,0,0,0,0,891,887,899,0,0,0,"31,580,370","28,250,168","26,787,264","12,719",0,0,0,0
081003,UNADILLA,1,0,0.413,0,0,0,0,0,0,0,745,728,728,0,0,0,"24,403,183","20,766,978","20,640,629","14,463",0,0,0,0
081200,NORWICH,1,0,0.426,0,0,0,0,0,0,0,"1,595","1,633","1,664",0,0,0,"46,146,296","42,741,767","39,632,896","11,315",0,0,0,0
081401,GRGETWN-SO OTS,1,0,0.539,0,0,0,0,0,0,0,283,299,291,0,0,0,"11,881,344","11,374,754","11,077,156","16,062",0,0,0,0
081501,OXFORD,1,0,0.383,0,0,0,0,0,0,0,683,697,662,0,0,0,"22,909,507","19,220,101","18,067,306","13,670",0,0,0,0
082001,SHERBURNE EARL,1,0,0.374,0,0,0,0,0,0,0,"1,236","1,212","1,238",0,0,0,"37,842,166","34,234,534","33,853,896","12,490",0,0,0,0
090201,AUSABLE VALLEY,1,0,0.616,0,0,0,0,0,0,0,"1,099","1,125","1,078",0,0,0,"36,506,950","34,202,584","32,838,389","15,292",0,0,0,0
090301,BEEKMANTOWN,1,0,0.595,0,0,0,0,0,0,0,"1,919","1,896","1,876",0,0,0,"52,799,122","46,221,623","43,349,320","14,511",0,0,0,0
090501,NORTHEASTERN,1,0,0.465,0,0,0,0,0,0,0,"1,175","1,189","1,216",0,0,0,"36,439,646","32,716,061","29,607,935","13,658",0,0,0,0
090601,CHAZY,1,0,0.522,0,0,0,0,0,0,0,459,451,434,0,0,0,"13,110,467","11,807,572","10,999,830","12,944",0,0,0,0
090901,NORTHRN ADIRON,1,0,0.463,0,0,0,0,0,0,0,813,799,802,0,0,0,"27,172,260","26,031,705","24,513,774","14,780",0,0,0,0
091101,PERU,1,0,0.524,0,0,0,0,0,0,0,"1,742","1,807","1,780",0,0,0,"50,890,597","47,874,516","46,530,167","14,333",0,0,0,0
091200,PLATTSBURGH,1,0,0.573,0,0,0,0,0,0,0,"1,756","1,660","1,687",0,0,0,"50,786,251","46,396,643","44,022,020","15,604",0,0,0,0
091402,SARANAC,1,0,0.478,0,0,0,0,0,0,0,"1,457","1,440","1,441",0,0,0,"40,416,336","37,316,625","33,474,595","13,923",0,0,0,0
100501,COPAKE-TACONIC,1,0,2.159,0,1,0,0,0,1,0,983,"1,027","1,092",0,0,0,"37,350,595","37,778,998","37,938,384","16,791",0,0,0,0
100902,GERMANTOWN,1,0,1.630,0,0,0,0,0,0,0,459,474,478,0,0,0,"17,230,049","16,198,527","15,204,363","16,242",0,0,0,0
101001,CHATHAM,1,0,1.701,0,0,0,0,0,0,0,848,851,868,0,0,0,"33,710,845","39,145,780","29,483,159","14,311",0,0,0,0
101300,HUDSON,1,0,1.048,1,1,2,1,0,0,1,"1,548","1,568","1,610","16,000","15,513","30,562","53,627,125","54,080,793","50,956,783","15,882",0,0,0,0
101401,KINDERHOOK,1,0,0.847,0,0,0,0,0,0,0,"1,694","1,718","1,690",0,0,0,"48,587,624","46,444,362","44,922,223","13,076",0,0,0,0
101601,NEW LEBANON,1,0,1.503,0,0,0,0,0,0,0,394,397,391,0,0,0,"13,822,448","12,616,534","12,144,542","17,118",0,0,0,0
110101,CINCINNATUS,1,0,0.380,4,5,7,1,0,0,6,501,525,505,"62,000","71,005","98,637","18,051,838","17,061,083","16,705,617","14,259",0,0,0,0
110200,CORTLAND,1,0,0.587,31,44,44,20,0,0,24,"1,966","1,986","2,047","670,000","409,018","475,650","53,466,042","50,592,832","47,900,989","12,043",0,0,"115,613","115,613"
110304,MCGRAW,1,0,0.404,4,4,5,5,0,0,0,478,501,509,"80,000","71,163","56,158","16,282,995","13,669,402","13,182,059","15,873",0,0,0,0
110701,HOMER,1,0,0.571,27,29,27,18,0,2,9,"1,749","1,789","1,840","500,000","346,212","362,095","47,195,532","44,095,202","43,386,146","13,115",0,0,0,0
110901,MARATHON,1,0,0.413,2,1,1,0,1,0,1,703,705,698,"10,000","9,713","14,089","21,194,285","18,553,799","18,211,682","14,538",0,0,0,0
120102,ANDES,1,0,4.110,0,0,0,0,0,0,0,60,56,52,0,0,0,"4,675,426","4,591,816","3,807,564","20,369",0,0,0,0
120301,DOWNSVILLE,1,0,2.318,0,0,0,0,0,0,0,214,220,222,0,0,0,"11,527,552","12,048,892","10,557,844","19,931",0,0,0,0
120401,CHARLOTTE VALL,1,0,0.642,0,0,0,0,0,0,0,329,325,357,0,0,0,"12,091,774","11,186,676","10,426,200","14,135",0,0,0,0
120501,DELHI,1,0,0.833,0,0,0,0,0,0,0,731,716,693,0,0,0,"22,047,548","21,771,312","19,001,251","15,600",0,0,0,0
120701,FRANKLIN,1,0,1.676,0,0,0,0,0,0,0,191,195,206,0,0,0,"8,247,921","7,645,038","7,666,133","15,481",0,0,0,0
120906,HANCOCK,1,0,0.890,0,0,0,0,0,0,0,241,257,250,0,0,0,"13,098,655","12,336,714","11,240,725","14,039",0,0,0,0
121401,MARGARETVILLE,1,0,1.629,0,0,0,0,0,0,0,293,309,326,0,0,0,"12,619,951","12,157,085","10,584,710","16,719",0,0,0,0
121502,ROXBURY,1,0,1.569,0,0,0,0,0,0,0,221,218,226,0,0,0,"10,635,373","10,703,550","8,959,052","19,551",0,0,0,0
121601,SIDNEY,1,0,0.405,0,0,0,0,0,0,0,"1,003","1,035","1,055",0,0,0,"31,300,789","28,065,833","25,528,732","12,367",0,0,0,0
121701,STAMFORD,1,0,0.722,0,0,0,0,0,0,0,238,249,231,0,0,0,"10,786,870","12,046,149","8,966,348","14,495",0,0,0,0
121702,S. KORTRIGHT,1,0,0.888,0,0,0,0,0,0,0,270,277,292,0,0,0,"11,227,903","10,150,685","9,545,153","14,111",0,0,0,0
121901,WALTON,1,0,0.558,0,0,0,0,0,0,0,799,824,828,0,0,0,"24,355,373","22,880,621","20,250,697","12,128",0,0,0,0
130200,BEACON,1,0,1.031,1,1,1,1,0,0,0,"2,508","2,512","2,576",0,"13,620",0,"81,340,700","77,985,491","74,654,760","14,127",0,0,0,0
130502,DOVER,1,0,0.728,0,0,0,0,0,0,0,"1,329","1,342","1,355",0,0,0,"41,006,599","35,739,536","33,663,058","13,390",0,0,0,0
130801,HYDE PARK,1,0,0.832,4,1,0,0,3,1,0,"3,378","3,390","3,378",0,0,0,"106,657,867","103,058,789","104,314,428","14,300",0,0,0,0
131101,NORTHEAST,1,0,1.829,0,0,0,0,0,0,0,653,623,625,0,0,0,"25,836,290","24,548,770","21,823,734","16,337",0,0,0,0
131201,PAWLING,1,0,1.251,0,0,0,0,0,0,0,"1,050","1,059","1,097",0,0,0,"45,043,577","39,687,396","38,109,088","17,315",0,0,0,0
131301,PINE PLAINS,1,0,2.278,0,0,0,0,0,0,0,747,784,823,0,0,0,"36,415,210","34,199,098","33,221,987","16,980",0,0,0,0
131500,POUGHKEEPSIE,1,0,0.478,95,76,0,1,19,76,0,"3,900","3,979","4,151","1,650,000","1,292,580",0,"135,957,853","112,454,254","103,211,163","15,993","243,094",0,0,"243,094"
131601,ARLINGTON,1,0,0.801,4,1,0,0,3,1,0,"7,738","7,824","7,845","40,000","26,640",0,"256,252,000","234,573,595","223,673,703","13,767",0,0,0,0
131602,SPACKENKILL,1,0,0.673,0,0,0,0,0,0,0,"1,502","1,483","1,435",0,0,0,"51,918,431","48,242,209","48,510,570","18,647",0,0,0,0
131701,RED HOOK,1,0,1.127,0,0,0,0,0,0,0,"1,569","1,576","1,635",0,0,0,"60,277,035","55,511,269","54,250,859","15,490",0,0,0,0
131801,RHINEBECK,1,0,2.766,0,0,0,0,0,0,0,902,921,924,0,0,0,"38,916,690","35,699,270","33,240,276","18,618",0,0,0,0
132101,WAPPINGERS,1,0,0.886,0,0,3,4,0,0,0,"10,405","10,359","10,372",0,0,"20,396","284,888,908","262,234,235","249,695,947","13,591",0,0,0,0
132201,MILLBROOK,1,0,2.069,0,0,0,0,0,0,0,786,828,849,0,0,0,"33,999,373","27,937,060","27,988,863","14,088",0,0,0,0
140101,ALDEN,1,0,0.732,0,0,0,0,0,0,0,"1,477","1,499","1,494",0,0,0,"38,767,717","32,671,171","32,277,714","11,278",0,0,0,0
140201,AMHERST,1,0,0.869,52,59,56,52,0,3,4,"3,025","2,947","2,989","650,650","576,085","566,181","75,538,000","70,813,233","65,215,026","11,866",0,0,0,0
140203,WILLIAMSVILLE,1,0,1.031,19,18,17,20,1,1,0,"9,661","9,645","9,598","260,000","237,557","245,027","223,408,182","203,919,274","206,953,364","12,701",0,0,0,0
140207,SWEET HOME,1,0,0.824,61,57,63,56,4,0,7,"3,577","3,500","3,407","1,150,000","958,119","823,615","96,886,588","91,099,524","83,058,374","14,494",0,0,0,0
140301,EAST AURORA,1,0,1.142,1,1,0,2,0,1,0,"1,649","1,646","1,664","11,747","11,516",0,"43,802,762","42,954,626","39,201,404","12,126",0,0,0,0
140600,BUFFALO,1,1,0.356,"9,826","9,641","9,370","8,816",185,271,554,"38,806","38,611","39,497","159,730,738","147,963,703","141,618,547","1,102,683,433","958,045,303","927,587,917","13,966","2,066,968","2,270,872","3,094,866","7,432,706"
140701,CHEEKTOWAGA,1,0,0.665,200,182,143,150,18,39,0,"2,461","2,341","2,249","2,075,000","1,850,653","1,605,796","58,326,319","52,235,572","46,256,650","11,807","170,021","276,284",0,"446,305"
140702,MARYVALE,1,0,0.611,53,52,46,39,1,6,7,"2,272","2,204","2,161","736,875","655,854","581,014","55,718,059","50,922,191","52,244,930","12,863","10,290","46,307","36,016","92,613"
140703,CLEVELAND HILL,1,0,0.533,69,61,55,56,8,6,0,"1,414","1,403","1,378","908,234","846,685","766,738","36,719,878","31,907,831","33,622,493","13,021","83,334","46,876",0,"130,210"
140707,DEPEW,1,0,0.609,10,8,15,9,2,0,6,"1,855","1,835","1,807","206,280","122,335","124,136","51,542,003","45,658,961","46,197,457","11,538",0,0,0,0
140709,SLOAN,1,0,0.544,96,100,68,58,0,32,10,"1,379","1,378","1,353","1,310,000","1,286,826","910,478","40,373,761","34,921,681","32,965,033","13,109",0,"251,693","52,436","304,129"
140801,CLARENCE,1,0,1.236,1,3,2,3,0,1,0,"4,114","4,129","4,106","62,425","11,276","25,813","93,158,345","86,564,294","87,170,331","11,924",0,0,0,0
141101,SPRINGVILLE-GR,1,0,0.722,1,0,0,1,1,0,0,"1,579","1,585","1,572","20,000",0,0,"44,765,446","43,581,554","40,152,992","13,373",0,0,0,0
141201,EDEN,1,0,0.772,1,1,0,0,0,1,0,"1,270","1,256","1,276","12,000","11,648","6,065","37,750,099","30,807,856","29,459,887","12,097",0,0,0,0
141301,IROQUOIS,1,0,1.099,0,0,0,1,0,0,0,"2,036","2,045","2,069",0,0,0,"56,687,105","53,895,653","49,376,384","14,012",0,0,0,0
141401,EVANS-BRANT,1,0,0.581,3,1,3,0,2,0,3,"2,100","2,119","2,114","17,000","47,605","16,819","62,802,850","59,310,784","53,708,754","12,946",0,0,0,0
141501,GRAND ISLAND,1,0,0.920,3,4,10,13,0,0,0,"2,794","2,833","2,837","35,820","46,704","114,475","73,527,710","64,014,286","62,323,711","11,940",0,0,0,0
141601,HAMBURG,1,0,0.750,6,3,4,10,3,0,0,"3,221","3,240","3,209","70,000","35,121","35,195","83,348,173","78,688,846","76,528,539","12,324",0,0,0,0
141604,FRONTIER,1,0,0.747,36,39,30,37,0,9,0,"4,533","4,588","4,568","426,475","434,885","343,360","102,237,308","91,186,682","92,805,070","10,150",0,0,0,0
141701,HOLLAND,1,0,0.865,0,0,0,0,0,0,0,715,756,751,0,0,0,"22,585,252","21,970,895","20,696,499","12,704",0,0,0,0
141800,LACKAWANNA,1,0,0.316,815,761,801,819,54,0,0,"2,844","2,611","2,626","13,574,775","11,056,854","10,995,710","72,503,705","57,581,382","46,406,036","13,355","576,936",0,0,"576,936"
141901,LANCASTER,1,0,0.773,12,16,17,19,0,0,0,"5,409","5,460","5,466","196,085","174,678","183,731","130,704,018","107,788,105","105,296,927","10,740",0,0,0,0
142101,AKRON,1,0,0.613,0,0,1,0,0,0,1,"1,209","1,262","1,290",0,0,"11,581","36,221,866","31,439,845","29,947,554","12,238",0,0,0,0
142201,NORTH COLLINS,1,0,0.617,2,2,1,1,0,1,0,555,558,548,"32,000","29,712","14,645","17,493,078","17,310,285","15,431,928","15,290",0,0,0,0
142301,ORCHARD PARK,1,0,1.029,10,11,11,14,0,0,0,"4,722","4,741","4,714","126,000","112,086","140,694","119,841,109","114,485,904","105,560,873","12,567",0,0,0,0
142500,TONAWANDA,1,0,0.549,32,41,41,39,0,0,2,"1,713","1,717","1,710","500,000","440,574","447,827","41,785,597","37,193,306","32,596,496","11,825",0,0,"9,460","9,460"
142601,KENMORE,1,0,0.764,300,287,284,285,13,3,0,"6,862","6,869","6,746","3,402,000","3,126,856","3,142,267","186,035,714","187,124,214","174,564,972","11,143","115,887","20,057",0,"135,944"
142801,WEST SENECA,1,0,0.676,113,109,110,116,4,0,0,"6,170","6,182","6,166","1,425,000","1,307,727","1,340,219","148,799,452","137,879,715","129,636,101","12,157",0,0,0,0
150203,CROWN POINT,1,0,0.441,0,0,0,0,0,0,0,312,311,303,0,0,0,"8,756,414","7,120,066","6,906,479","18,940",0,0,0,0
150601,KEENE,1,0,2.578,0,0,0,0,0,0,0,121,123,124,0,0,0,"7,890,646","7,035,421","6,632,457","24,890",0,0,0,0
150801,MINERVA,1,0,1.644,0,0,0,0,0,0,0,97,115,107,0,0,0,"6,078,595","5,546,989","5,217,378","26,331",0,0,0,0
